Set,name,graphics,text,type,rarity,unique,prowess,body,mind,influence,mp,home_site,skills,race,class,cp,back,sp,specific,strikes,subclass,site_type,site_path,draw,draw_opp,region,haven,playable,auto_attack,special
nec,Dragon's Dream,Dragon's Dream.jpg,"Dragon-lord specific. Dream mode. Playable during the organization phase on your Dragon-lord at a Dragon’s Den [K]. Return this card to your hand: when you play another mode card, or during your organization phase if you so choose. +5 to your GI. Discard this card if your Dragon-lord moves.",Minion Resource,C,,-2,-,,-2,,,,,Permanent-event,,,1,Dragon-lord,,,,,,,,,,,
nec,Dragon's Nest,Dragon's Nest.jpg,"Dragon-lord specific. Playable on a Daelomin or Leucaruth at a Dragon’s Den [K], if you have Mating Duel in play. Tap the Dragon. +2 to her prowess. If you have Mating Duel in play, yaou may rotate this card 90° once during the site phase and tap Dragon to play one Dragon-egg; the item may also be taken from your discard pile. When this card is rotated 360°, discard Mating Duel or discard this card. Discard this card if the Dragon moves. Cannot be duplicated on a given Dragon.",Minion Resource,C,,+2,-,,,1,,,,Permanent-event,,,1,Dragon-lord,,,,,,,,,,,
nec,Dragon's Sleep,Dragon's Sleep.jpg,"Playable on a Dragon character moving awayfrom his home site or any Dragon’s Den [K]. Unless opponent discards Hunger or a manifestation of target Dragon from his hand, the Dragon must return to his site of origin (also discard Wide Awake if played on the Dragon).",Hazard,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
nec,Dragon-hatchling,Dragon-hatchling.jpg,"Dragon-lord specific. Playable by your Dragon-lord at a tapped or untapped site containing a hoard, if you discard a Dragon-egg from the company. Each time Dragon-hatchling’s company defeats a creature you may place it with him : for every two creatures placed with him, his prowess is increased by two and his mind by one.",Minion Resource,C,,4,8,1,,1,,,,Ally,,,1,Dragon-lord,,,,,,,,,,,
nec,Dragon-totem,Dragon-totem.jpg,"Dragon-lord specific. Leader only: +2 to bearer’s rolls to bring characters into play.All Nazgûl, Orc and Troll attacks keyed to Dark-domains [d], Dark-holds [D] and Shadow-holds [S] against his company are not detainment. Cannot be duplicated on a given leader.",Minion Resource,C,,,,,+2,,,,,Minor Item,1,,,Dragon-lord,,,,,,,,,,,
nec,Durlog,Durlog.jpg,Unique. Dragon-lord specific. Leader. Discard on a body check result of 8. +3 EI against Orcs.,Minion Character,R,yes,5,8,5,1,2,any Dragon's Den,Warrior/Ranger,Orc,,,,,Dragon-lord,,,,,,,,,,,
nec,Eärcaraxë the Sea-Fang,Eärcaraxë the Sea-Fang.jpg,"Unique. Manifestation of Eärcaraxë. Sea Serpent. May not move. When moving with a mode card, may only use sites in c (if Doors of Night is in play may also use Port sites).tap to join one of your moving company facing an attack keyed to c. One strike must target Eärcaraxë.",Stage Resource,C,yes,10,7,8,4,,Isle of the Ulond,,,,,,,,,,,,,,,,,,
nec,Elfhewer,Elfhewer.jpg,"Unique. Weapon. Playable at Goblin-gate bya leader. May also be played at a tapped Goblin-gate, if Great Lord of Goblin-gate is in the company. This item is worth 3 mp if borne by an Orc leader. Warrior only: +2 prowess to a maximum of 9 (+3 against Elves to a maximum of 10 and -1 to strike’s body).",Minion Resource,C,yes,+2,-,,+1,2(3),,,,Special Item,2,,,,,,,,,,,,,,
nec,Enchanted Stare,Enchanted Stare.jpg,"Dragon-lord specific. Dragon-magic. Playable during the site phase on a character (even a non-Dwarf hero) in your Dragon-lord’s company, who was just brought into play by your Dragon-lord (or on a character in your starting company). Target character requires 3 points of influence to control and may only be controlled by your Dragon- lord or GI. No rolls are required to keep him in play. Alternatively may also be played on a hero character that was just influenced away from an opponent’s company by your Dragon-lord.Cannot be duplicated by a given player.",Minion Resource,U,,+1,-1,,,,,,,Permanent-event,,,1,Dragon-lord,,,,,,,,,,,
nec,Enslaved Dwarves,Enslaved Dwarves.jpg,"Unique. Dragon-lord specific. Slave faction. Playable at a tapped or untapped site that is an ancient Dwarf-ruin if the influence check is greater than 9. Standard Modification: discard a Dragon-magic card from your hand (+3). You may bring non-unique Dwarves into play at thesite where this faction is in play. Your Dwarves may play hero ore resources and Reforging as if minion cards; and these are worth full mp. Additionally, all Dwarf factions in play at sites in the same territory as this faction have their mp reduced by 1 (to a minimum of 1).",Minion Resource,R,yes,,,,,1,,,,Dwarf Faction,,,1,Dragon-lord,,,,,,,,,,,
nec,Fire-storm,Fire-storm.jpg,"Fire-dragon only. Playable on a Fire-dragon facing an attack. +4 to the Dragon’s prowess, -2 to the body of any strike he faces. Alternatively, playable on a Fire-dragon during CvCC, before strikes are assigned. Each opposing character must make a body check, modified by –1 for each armor, helmet and/or shield item he bears (only 1 item of the same type). If he fails this body check the character becomes wounded.Cannot be duplicated on a given attack or CvCC.",Minion Resource,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
nec,Fram Wyrmslayer,Fram Wyrmslayer.jpg,Unique. Grey Agent. Manifestation of Fram Framson. +3 prowess against Dragons and Drakes. May not be among the starting characters and may only be brought into play at his home site. Agent only: tap: if at a site where an opponent’s Dragon faction is in play to face the associated Dragon attack. +1 to any resulting body checks after the attack. If the attack is defeated place the faction in the out of play pile.,Hero Resource,R,yes,5,8,6,0,2,Framsburg,,,Warrior/Ranger Man,,,,,,,,,,,,,,,
nec,Gem and Gold Crusted Belly,Gem and Gold Crusted Belly.jpg,Dragon-lord specific. Playable on your Dragon-lord if your Gleaming Golden Hoard in play. +1 to his body (to a maximum of 10).,Minion Resource,U,,-,+1,,,,,,,Permanent-event,,,1,Dragon-lord,,,,,,,,,,,
nec,Gleaming Golden Hoard,Gleaming Golden Hoard.jpg,"Dragon-lord specific. Playable on a Dragon’s Den [K]. If you have stored at least 10 mp from hoard items (count 1 mp for each hoard minor item), your hand size is increased by 1. If you have stored at least 2 Ore resources, this card is worth 1 mp. Discard this card when the site leaves active play. Cannot be duplicated by a given player",Minion Resource,C,,,,,,(1),,,,Permanent-event,,,1,Dragon-lord,,,,,,,,,,,
nec,Grashûkh,Grashûkh.jpg,Unique. Uruk-hai. Leader. Discard on a body check result of 8. +2 prowess against Dragons and Drakes. +2 EI against Orcs. Discard when in the company with a Dragon. tap: during the organization phase to allow his company to move through a mountain region (and not stop at a site therein).,Minion Character,C,yes,6,8,6,0,2,"Deep Cleft, Gundabad",Warrior/Ranger,Orc,,,,,,,,,,,,,,,,
nec,Great Northern Bear,Great Northern Bear.jpg,"Animal. Bear. 1 strike. +4 prowess against Dragons. May be played keyed to Anduin Vales, Dragon Gap, Grey Mountains, Grey Mountain Narrows, Gundabad, Heart of Mirkwood, High Pass, Northern Rhovanion, Western Mirkwood, Withered Heath, and Woodland Realm; and may also be played non-Haven sites in these regions. May not be played against a company containing a character with Beorn’s House as a home site. Cannot be duplicated on a given movement/hazard phase.",Hazard,U,,12,7,,,2*,,,,Creature,,,,,1,"Animal, Bear",,,,,,,,,
nec,Great Ruin and Fire under Tree,Great Ruin and Fire under Tree.jpg,"Dragon-lord specific. Playable during the site phase on a non- Dragon’s Den, non-Ruins & Lairs [R] site in a Wilderness [w] where your Dragon-lord is present. The company faces 3 attacks (same type as automatic attack) — 4 strikes with 9 prowess, 3 strikes with 11 prowess, 2 strikes with 13 prowess. Following these attacks, tap your Dragon-lord or discard this card. If not discarded, discard any factions in play at this site. Your opponents may not play any character or resource at this site. All versions of this site become a Ruins & Lairs [R]. Discard this card when the site is discarded or returned to its location deck. Cannot be duplicated at a given site.",Minion Resource,C,,,,,,3,,,,Permanent-event,,,2,Dragon-lord,,,,,,,,,,,
nec,Greater Storms,Greater Storms.jpg,"Environment. Playable on a company using flying movement. Make a roll. If the result is less than 7, tap all characters and allies in the company. Otherwise, the company is not considered flying for the rest of the turn (change the site path accordingly; if the company cannot reach the new site, defender must choose a new within 2 regions of the original site of destination).",Hazard,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
nec,Grim-faced Northman,Grim-faced Northman.jpg,"Dragon-lord specific. tap: during the site phase, if at one of his home sites, to take one character, ally or faction playable there from your discard pile or play deck (reshuffle) to your hand.",Minion Character,C,,3,7,3,0,1,any site in Northern or Southern Rhovanion,Warrior/Ranger,Man,,,,,Dragon-lord,,,,,,,,,,,
nec,Grimson the Fearless,Grimson the Fearless.jpg,"Unique. His prowess is only modified by -1 when not tapping to face a strike. If you are a Dragon-lord, Grimson the Fearless may play allies normally playable only by your Dragon-lord; he may control a maximum of 2 such allies. Your Dragon-lord may transfer any allies he controlls to Grimson during the organization phase.",Minion Character,R,yes,5/8,,6,1,2,Framsburg,Warrior/Ranger,Man,,,,,,,,,,,,,,,,
nec,Gyogorasag Sanctuary,Gyogorasag Sanctuary.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{F},{w}{b}{w}{w}{w},3,3,Southern Rhovanion,Lórien,,,this site is considered a Haven [H] for the purpose of healing.
nec,Gyogorasag Sanctuary,Gyogorasag Sanctuary.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{F},{d}{w},1,2,Southern Rhovanion,Dol Guldur,Items* (minor) *—non battle gear items only—,Men — each character faces a strike with 6 prowess (detainment against covert company),Characters in a covert company may heal at this site. Poison and Wose Shamanist Potion may be played from sideboard at this site.
nec,Haeldwyn,Haeldwyn.jpg,"Unique. +2 EI against Orc characters with a mind lower than his. If controlling a Stolen Knowledge card, he can use sorcery. If controlling a Lost Knowledge card, he can use spirit-magic.",Minion Character,C,yes,4,9,6,1,2,"Mathlaburg, Tower of the Wolf-friend",Scout/Sage,Man,,,,,,,,,,,,,,,,
nec,Hunger,Hunger.jpg,"Dragon-lord specific. Hunting mode. Playable during the organization phase on your Dragon-lord at a Dragon’s Den [K]. Return this card to your hand: when you play another mode card, or during your organization phase if you so choose. Target character must move every turn to a new site and must move through at least 1 Wilderness [Ww]. He cannot be in company with non-dragon allies or characters or move to a site more than 4 regions away from any of his Dragon’s Dens [K] (6 regions if the dragon is winged). Hazard creature attacks against his company cannot be cancelled.",Minion Resource,U,,,,,,,,,,Permanent-event,,,1,Dragon-lord,,,,,,,,,,,
nec,Hunting for Food,Hunting for Food.jpg,"Dragon-lord specific. Playable during the organization phase on your Dragon-lord, if not at a Dragon’s Den [K]. Name a hazard creature that can be keyed to his current site or the region containing that site (ignore multiple region symbols). If the hazard player has such a creature in his hand, it immediately attacks the Dragon-lord as though he were a one character company. Otherwise he must show his hand.",Minion Resource,C,,,,,,,,,,Short-event,,,,Dragon-lord,,,,,,,,,,,
nec,Hunting for Sport,Hunting for Sport.jpg,"Dragon-lord specific. Hunting mode. Playable during the organization phase on your Dragon-lord at a Dragon’s Den [K]. Return this card to your hand: when you play another mode card, or during your organization phase if you so choose. The Dragon may not be in a company with other characters, and may move to sites in the same or adjacent regions as one of his Dragon’s Dens [K] or his home site. You may play a hazard creature manifestation of the Dragon on any company moving through the region containing the Dragon’s current site or an adjacent region. If a strike fails, the Dragon is wounded (no body check is required).",Minion Resource,C,,/,,,,,,,,Permanent-event,,,1,Dragon-lord,,,,,,,,,,,
nec,Itangast the Guest-eater,Itangast the Guest-eater.jpg,"Unique. Manifestation of Itangast. Fire-dragon. May not move.+4 to his rolls for offering attempts. -3 to your influence attempts against manifestations of Ando-anca, Smaug, Scatha and Throkmaw.",Stage Resource,C,yes,11,8,10,5,,Gold Hill,,,,,,,,,,,,,,,,,,
nec,Kelvar Enraged,Kelvar Enraged.jpg,"All attacks by Apes, Bears, Boars, Eagles andWhales receive +1 strike and -2 body. Each character wounded by such an attack must make an additional body check. Discard this card if such an attack is defeated.",Hazard,C,,,,,,,,,,Long-event,,,,,,,,,,,,,,,
nec,Khuzadrepa,Khuzadrepa.jpg,"Unique. Cold-dragon. May be played at Thunder Cleft. 2 strikes. Attacker chooses defending characters. If Doors of Night is in play, may also be played keyed to Forrhûn, Grey Mountains, Iron Hills, Northern Rhovanion, and Withered Heath; may also be played at sites in these regions. +2 prowess against Dwarves.",Hazard,R,yes,15,9,,,5,,,,Creature,,,,,2,Cold-dragon,,,,,,,,,
nec,Khuzadrepa Ahunt,Khuzadrepa Ahunt.jpg,"Unique. Any company moving in Forrhûn, Grey Mountains, Iron Hills, Northern Rhovanion and/or Withered Heath immediately faces a Cold-dragon attack (considered a hazard creature attack) — 3 strikes at 13/8 (attacker chooses defending characters); +2 prowess against Dwarves. If Doors of Night is in play, this attack also affects: Dorwinion, Eorstan and Grey Mountain Narrows.",Hazard,R,yes,13,8,,,5,,,,Long-event,,,,,,,,,,,,,,,
nec,Khuzadrepa at Home,Khuzadrepa at Home.jpg,"Unique. Unless Khuzadrepa Ahunt is in play, Thunder Cleft has an additional automatic- attack: Cold-dragon — 2 strikes at 16/9. In addition, each Dwarf wounded by a strike from a Balrog, Dragon or Spawn (attack) must make a CP modified by -1 (after the body check).",Hazard,R,yes,16,9,,,5,,,,Permanent-event,,,,,,,,,,,,,,,
nec,Khuzadrepa Roused,Khuzadrepa Roused.jpg,"Unique. Manifestation of Khuzadrepa. Playable at Thunder Cleft if the influence check is greater than 14. Modifications: influencer discards a major item (+3) or a greater item (+6); if a manifestation of Agburanar or Itangast is in play (-3). All attacks by manifestations of Khuzadrepa against any of your companies are cancelled. Any company moving in Forrhûn, Grey Mountains, Iron Hills, Northern Rhovanion and/or Withered Heath faces an attack: Cold-dragon — 2 strikes at 15/9 prowess/body (attacker chooses defending characters); +2 prowess against Dwarves.",Minion Resource,R,yes,,,,,5,,,,Dragon Faction,,,,,,,,,,,,,,,
nec,Kine of Araw,Kine of Araw.jpg,"Animals. Each character in the company faces a strike. May be played keyed to Dorwinion, Forrhûn, Harrhûn, Horse Plains and Southern Rhovanion; and also at Ruins & Lairs [R] in these regions. +2 prowess if the company has already faced Kine of Araw this turn. A character with a home site in any of the above regions may tap to cancel an attack by Kine of Araw against his company.",Hazard,C,,7,-,,,1,,,,Creature,,,,,a,Animals,,,,,,,,,
